Category,Date,Open,High,Low,Close,Volume,SMA_10,EMA_10,Volatility,Wavelet_Trend,Wavelet_Noise,Wavelet_HighFreq,General_Index,Economic_Score,Market_Sentiment,News_Tag,Close_Next
Health,2024-08-08,216.08319302095816,216.78003236870538,214.36608123277597,215.77882522639595,4719310,210.0985870101205,208.82465157123158,2.6462689682697733,210.0985870101205,5.680238216275455,5.12931713334703,3263,7.596028696491686,Positive,Earnings,212.54429484121243
Tech,2024-08-09,212.2657295549263,213.90353550668266,211.85313566947082,212.54429484121243,3380742,210.81525763712312,209.50095034759175,2.1494740372267045,210.81525763712312,1.729037204089309,-3.2345303851835183,3017,69.54071485893057,Neutral,Regulation,214.41681522196149
Health,2024-08-10,214.1236076475171,214.56929365790862,214.40285069820078,214.41681522196149,1338723,211.47837994950206,210.39474396111353,2.133780668663458,211.47837994950206,2.9384352724594294,1.8725203807490516,2569,25.27426687484531,Positive,Earnings,211.69138347958216
Finance,2024-08-11,211.38149741545521,212.24079110967793,210.88442154152816,211.69138347958216,3837901,211.6886808373819,210.6304966008351,2.0278112209108943,211.6886808373819,0.002702642200262062,-2.725431742379328,4742,31.1405645044878,Positive,Earnings,211.2475197480033
Tech,2024-08-12,210.7931349125993,212.8614507297713,210.77801090455335,211.2475197480033,1901111,211.86764920103192,210.74268262759296,1.882841330802226,211.86764920103192,-0.6201294530286248,-0.4438637315788583,4073,12.108129824146275,Positive,Earnings,213.92542094193803
Health,2024-08-13,214.76768335923975,214.84475068274335,212.2876824008971,213.92542094193803,4231343,212.11261383997675,211.32136232111026,1.9828880549721626,212.11261383997675,1.8128071019612833,2.67790119393473,3952,86.46591138898917,Positive,Other,214.55398098012896
Health,2024-08-14,214.9751296436359,215.64713526419354,213.87931976243743,214.55398098012896,3114253,212.5249995256482,211.90911116820456,2.022525584954814,212.5249995256482,2.0289814544807427,0.6285600381909262,4264,49.34442792827386,Positive,Earnings,212.89849142427033
Tech,2024-08-15,212.91008941354903,213.76412342868926,211.2434440363627,212.89849142427033,1983682,212.76919997708177,212.08899848748925,1.8879707162376171,212.76919997708177,0.12929144718856378,-1.6554895558586225,3351,57.21468777864003,Neutral,Merger,211.96788400575042
Energy,2024-08-16,212.64339188199392,212.05568389103644,211.96668812808082,211.96788400575042,1290160,212.9674123962292,212.06697767262762,1.6526607282159695,212.9674123962292,-0.9995283904787868,-0.9306074185199122,4884,56.94326830948546,Negative,Merger,213.82707950361976
Health,2024-08-17,213.07081502097031,214.15857906326008,213.21144120356752,213.82707950361976,4820020,213.28516953728627,212.38699618735345,1.450602882834341,213.28516953728627,0.5419099663334919,1.8591954978693366,4821,41.04931145413418,Negative,Merger,212.86634624018546
Health,2024-08-18,212.20099367452,213.75742951766924,212.38401581156995,212.86634624018546,4583597,212.99392163866523,212.4741507424138,1.156963429127183,212.99392163866523,-0.12757539847976318,-0.9607332634342924,2669,19.25299154381395,Negative,Product Launch,213.79926341934942
Tech,2024-08-19,212.71027955325206,214.21763435016527,213.3321286972122,213.79926341934942,1614769,213.11941849647891,212.71508032003845,1.1707545477908308,213.11941849647891,0.679844922870501,0.932917179163951,2717,74.51327484983999,Negative,Earnings,214.39040709915707
Energy,2024-08-20,214.04069982909542,214.49036515647643,214.25403385962616,214.39040709915707,3674242,213.1167776841985,213.0196851889691,1.1675282497893718,213.1167776841985,1.2736294149585774,0.5911436798076579,4357,12.705626535767433,Negative,Merger,213.58720640394543
Tech,2024-08-21,213.6680556672978,215.27450573204908,213.21295786312442,213.58720640394543,2842557,213.3063599766348,213.12287086441933,1.0592576022993458,213.3063599766348,0.28084642731062104,-0.8032006952116433,4646,10.38737902788105,Positive,Product Launch,218.3750945825961
Tech,2024-08-22,218.42652387156227,220.33747964092433,217.26399544282486,218.3750945825961,1210005,214.0191174600941,214.07782063136054,1.7150074547497625,214.0191174600941,4.355977122501997,4.787888178650661,2266,71.01450375965034,Neutral,Merger,220.14293262723208
Retail,2024-08-23,220.21760358276202,221.72921837522557,219.5602104815566,220.14293262723208,4826450,214.6408686286235,215.18056826697352,2.5840932890087895,214.6408686286235,5.502063998608577,1.7678380446359938,3438,20.883702045198383,Positive,Regulation,216.59264745391687
Energy,2024-08-24,215.88711903838382,218.3002172973262,215.75785788925856,216.59264745391687,2620706,214.8447352760023,215.43730993732686,2.6558973824924044,214.8447352760023,1.7479121779145714,-3.550285173315217,4693,30.67727513528323,Neutral,Other,217.46555608345574
Retail,2024-08-25,217.86713345476275,217.94951034408982,216.71182232276135,217.46555608345574,1046539,215.30144174192083,215.80608196389574,2.6766302772791652,215.30144174192083,2.164114341534912,0.8729086295388697,3356,47.522746700174025,Neutral,Earnings,216.64198315391894
Health,2024-08-26,216.76179691303844,218.56323710494533,214.89017330391914,216.64198315391894,2606581,215.7688516567377,215.9580639984454,2.4262195234432884,215.7688516567377,0.873131497181248,-0.8235729295367946,3022,44.93513167295462,Neutral,Other,218.8468498235114
Health,2024-08-27,219.21337696424442,219.24070123241827,217.03625182549038,218.8468498235114,4069252,216.27082868872685,216.48329778482102,2.4980582414042023,216.27082868872685,2.576021134784554,2.2048666695924624,4037,70.85791250649991,Neutral,Other,217.761808346646
Retail,2024-08-28,216.81542725785098,219.66466796736967,216.7758944033343,217.761808346646,1770569,216.7603748993729,216.71575425060738,2.2210763024401174,216.7603748993729,1.001433447273115,-1.085041476865399,4497,62.3431793443361,Negative,Regulation,218.03233546371223
Health,2024-08-29,218.18808089311113,220.02197405164412,217.37202356308103,218.03233546371223,3513384,217.1836821038092,216.95513265299007,1.9848434603313139,217.1836821038092,0.8486533599030395,0.2705271170662229,2564,64.43961622818657,Neutral,Regulation,219.54231002167313
Health,2024-08-30,218.94842740171435,220.96575563316523,219.3287086136684,219.54231002167313,2234848,217.69887239606078,217.42552853820516,1.842792629835637,217.69887239606078,1.8434376256123528,1.509974557960902,3270,71.40543306554574,Neutral,Regulation,221.77382041001337
Tech,2024-08-31,221.5751587837377,223.736107873597,219.86701465124918,221.77382041001337,4619212,218.5175337966676,218.21612706035208,1.617965158478408,218.5175337966676,3.2562866133457646,2.23151038834024,3059,29.261272742346534,Negative,Product Launch,219.87322759590182
Energy,2024-09-01,220.14041004522002,221.01230715503604,219.75277370610124,219.87322759590182,4599231,218.66734709799817,218.51741806681565,1.6717747649153991,218.66734709799817,1.2058804979036495,-1.9005928141115476,3424,32.233331180047365,Positive,Merger,219.70422512421993
Health,2024-09-02,219.7497719273479,220.2233086905721,219.10892456908337,219.70422512421993,1115042,218.62347634769694,218.73320116816188,1.634081282533216,218.62347634769694,1.080748776522995,-0.16900247168189253,2027,43.799774789555414,Positive,Earnings,219.25433450189803
Finance,2024-09-03,218.82856451200837,220.12832627322928,218.65820209955803,219.25433450189803,3225074,218.88964505249504,218.82795268338663,1.4756261556858927,218.88964505249504,0.364689449402988,-0.44989062232190236,2219,30.74621730335261,Positive,Regulation,218.44767603675058
Retail,2024-09-04,218.4508126148428,219.63479790750816,217.80687346447016,218.44767603675058,1092447,218.98785704782455,218.75881147490733,1.4011148030118883,218.98785704782455,-0.5401810110739689,-0.80665846514745,2405,98.49378689708634,Positive,Earnings,222.47858451731278
Health,2024-09-05,221.71281685969097,222.6247476413668,222.15001083076797,222.47858451731278,4491274,219.57151718416395,219.43513384625376,1.5254713884779967,219.57151718416395,2.907067333148831,4.0309084805622035,3637,81.40519264214296,Neutral,Earnings,223.7885479392347
Retail,2024-09-06,224.36368163718384,225.03323446846917,222.2222250773873,223.7885479392347,2353327,220.06568699573626,220.2266636813412,1.9933147767393524,220.06568699573626,3.722860943498432,1.309963421921907,3798,16.465468825602958,Negative,Earnings,221.7667800305646
Energy,2024-09-07,221.66413802081647,223.7291357040892,221.52178430663264,221.7667800305646,4304421,220.46618416412812,220.50668483574543,1.8779899140959428,220.46618416412812,1.3005958664364812,-2.0217679086700855,4318,0.5594155881869511,Negative,Regulation,224.10250392467415
Tech,2024-09-08,224.66177889680182,224.4827192242416,222.83269060636783,224.10250392467415,4158551,221.07320101022432,221.16047012464156,1.982033816478782,221.07320101022432,3.029302914449829,2.335723894109549,3759,4.278326824726786,Positive,Regulation,228.8468163186994
Retail,2024-09-09,228.58355047515138,230.43200655127617,228.59912426528777,228.8468163186994,2078562,222.00365163992691,222.55798761447025,3.069277990544678,222.00365163992691,6.843164678772496,4.744312394025258,3674,24.406345104292527,Negative,Merger,231.4117468398017
Tech,2024-09-10,231.1499588455984,233.22754442736095,231.2706755646158,231.4117468398017,3743122,222.96744428290577,224.16776201907598,4.268159592432178,222.96744428290577,8.444302556895934,2.5649305211022977,2791,11.429128583685655,Neutral,Regulation,228.87300690789368
Tech,2024-09-11,228.49091351457477,230.76041009353412,227.05414790052194,228.87300690789368,4734341,223.86742221410495,225.0232610897701,4.486480518715209,223.86742221410495,5.005584693788734,-2.538739931908026,2962,53.33381148925721,Positive,Regulation,228.40453876216117
Tech,2024-09-12,228.8426257280077,230.32480997097207,228.02428122952375,228.40453876216117,4655847,224.7374535778991,225.63803884838663,4.432709703316187,224.7374535778991,3.6670851842620777,-0.4684681457325155,3309,85.79952227273586,Neutral,Earnings,231.43836106053442
Health,2024-09-13,231.08364548187018,232.48128033797735,229.795860751415,231.43836106053442,4535797,225.95585623376274,226.69264288695894,4.432615904305698,225.95585623376274,5.482504826771674,3.033822298373252,2833,73.67502209132275,Neutral,Merger,230.52302212929686
Tech,2024-09-14,230.84531984550446,232.47763794527987,229.4337603870826,230.52302212929686,3347628,227.16339084301734,227.38907547647491,3.752593028189967,227.16339084301734,3.359631286279523,-0.9153389312375566,2316,21.560906308219042,Neutral,Other,231.91066098558932
Retail,2024-09-15,231.71943478675468,233.4252813998582,231.75494794637177,231.91066098558932,4203499,228.106598489845,228.2111819326775,3.627523593059498,228.106598489845,3.8040624957443185,1.3876388562924546,3320,39.929925602578585,Neutral,Regulation,233.959929092448
Tech,2024-09-16,232.97194744250217,234.2832719649219,232.04903270957186,233.959929092448,2103549,229.12373660516633,229.25640868899941,3.707358536945673,229.12373660516633,4.836192487281664,2.049268106858676,4385,50.78942095312776,Neutral,Regulation,232.60606814929181
Finance,2024-09-17,232.3209111153986,233.55986836222775,232.11214581530803,232.60606814929181,3083305,230.20766541703907,229.86543768177984,2.7879377512525267,230.20766541703907,2.398402732252748,-1.353860943156178,3330,81.02058495033356,Positive,Other,232.98701743716822
Finance,2024-09-18,232.3974633299868,234.42367978791222,231.267726746463,232.98701743716822,2718626,231.09611676828845,230.432997637305,1.9006348329001688,231.09611676828845,1.890900668879766,0.3809492878764047,2350,83.91216031061649,Neutral,Earnings,227.00448275703008
Retail,2024-09-19,227.02143411887124,227.49916338866825,226.66686274546095,227.00448275703008,4971267,230.9118834121215,229.80963129543682,2.207422126136704,230.9118834121215,-3.907400655091436,-5.982534680138144,2510,90.97183119077759,Positive,Merger,225.45570747436147
Tech,2024-09-20,224.86050360652422,226.73693784145925,223.74782171007777,225.45570747436147,4727904,230.3162794755775,229.01800878251402,2.785417660918585,230.3162794755775,-4.860572001216013,-1.5487752826686005,4572,50.924525050287514,Negative,Earnings,225.45057117157518
Health,2024-09-21,225.91355872193247,226.78377212966842,225.42411354576458,225.45057117157518,2583820,229.97403590194568,228.36938376234332,3.1666269974690846,229.97403590194568,-4.523464730370506,-0.00513630278629762,2491,69.4274746435863,Neutral,Product Launch,223.45500480764548
Health,2024-09-22,223.40946687746896,223.7804042952626,222.43144389450651,223.45500480764548,4232567,229.47908250649408,227.47586031603458,3.7687663081625695,229.47908250649408,-6.0240776988486004,-1.9955663639296972,3931,11.180037123393715,Neutral,Regulation,227.21982741550875
Finance,2024-09-23,227.13102941812937,228.34999804041425,225.68094225666565,227.21982741550875,3022307,229.0572291419915,227.42930887957533,3.7611796889373244,229.0572291419915,-1.8374017264827671,3.764822607863266,3617,56.52889599539821,Negative,Product Launch,224.85954465958747
Retail,2024-09-24,225.18749072848127,226.4027984815447,222.9899536246019,224.85954465958747,1167605,228.49088139502055,226.9620790213957,3.938171630189494,228.49088139502055,-3.6313367354330808,-2.3602827559212756,4056,24.869180947113513,Positive,Regulation,224.4794556861935
Tech,2024-09-25,224.96140915323141,225.47724701526536,222.6610514137805,224.4794556861935,2012714,227.747760865081,226.51069296044983,3.9222601852709706,227.747760865081,-3.268305178887516,-0.3800889733939812,3520,43.17168850266111,Neutral,Product Launch,225.2409368407657
Retail,2024-09-26,225.23088746488088,225.2651430743179,223.60168710167042,225.2409368407657,3613906,226.87586163991278,226.27982821141634,3.3090477761559676,226.87586163991278,-1.634924799147086,0.7614811545722091,3583,63.40505083067194,Negative,Other,228.6234834188979
Finance,2024-09-27,228.23788326912327,228.64156035705648,226.8471007195753,228.6234834188979,3022314,226.47760316687337,226.70594734004936,2.73213371628033,226.47760316687337,2.14588025202454,3.3825465781322066,4608,25.698593785378108,Negative,Regulation,226.251759116539
Health,2024-09-28,225.36477430848294,226.96581780447903,225.85331974486485,226.251759116539,2149707,225.80407733481047,226.62336766304747,1.5027069175663446,225.80407733481047,0.4476817817285337,-2.371724302358899,4487,5.218505779676108,Neutral,Regulation,229.07808662084895
Energy,2024-09-29,228.73506174233137,230.93047475771252,228.5097180294255,229.07808662084895,2378314,226.01143772119235,227.06968020082954,1.8003497515107387,226.01143772119235,3.066648899656599,2.826327504309944,3575,1.0233856408757513,Positive,Product Launch,229.59855274288813
Energy,2024-09-30,229.28994661956415,230.05590630209534,229.020615693046,229.59855274288813,3809413,226.425722248045,227.52947520847655,2.1085427940647126,226.425722248045,3.17283049484314,0.5204661220391813,4839,2.2159535544521547,Positive,Merger,228.13553544079224
Tech,2024-10-01,228.1890641672884,229.4042628185356,227.38142757878884,228.13553544079224,1535807,226.69421867496672,227.6396679779885,2.1412668277622386,226.69421867496672,1.441316765825519,-1.463017302095892,3761,0.8349737513769662,Neutral,Product Launch,229.55974238931879
Energy,2024-10-02,229.38716894874977,230.00389413070542,228.7731010485484,229.55974238931879,1686475,227.30469243313405,227.9887724164122,1.97925772377852,227.30469243313405,2.2550499561847346,1.424206948526546,3991,11.035505655787547,Negative,Regulation,230.45786178046572
Energy,2024-10-03,230.80182826649144,231.10120175978483,229.36875113115636,230.45786178046572,1983770,227.62849586962975,228.437697755331,2.214696830045024,227.62849586962975,2.8293659108359748,0.8981193911469347,3268,23.948871457012988,Neutral,Regulation,229.75742802614812
Tech,2024-10-04,229.45093639051277,231.45351220535107,229.43766849941522,229.75742802614812,3098984,228.1182842062858,228.67764871366137,2.0712388568015934,228.1182842062858,1.639143819862312,-0.7004337543176007,4080,22.12215141822992,Positive,Merger,230.39703219612815
Energy,2024-10-05,230.36851161270167,231.85475508066804,229.01453886855617,230.39703219612815,1958872,228.71004185727924,228.9902638922917,1.7339781443196056,228.71004185727924,1.686990338848915,0.6396041699800321,3046,98.67965941798967,Negative,Earnings,230.12640500240462
Health,2024-10-06,230.71839872400307,230.31720355703104,229.79127192379562,230.12640500240462,2530217,229.19858867344314,229.1968350032213,1.2756147481915066,229.19858867344314,0.9278163289614838,-0.27062719372352717,4892,30.60061052089432,Neutral,Merger,230.85343969290713
Health,2024-10-07,231.0243522998846,231.71084373488,230.23282272869804,230.85343969290713,4783938,229.4215843008441,229.49803585589143,1.3562715320010794,229.4215843008441,1.431855392063028,0.7270346905025065,4613,12.74207833593991,Negative,Earnings,232.67770104194923
Tech,2024-10-08,232.64768227110494,232.73604056923978,231.67101078073694,232.67770104194923,3202626,230.0641784933851,230.07615679881104,1.2009479490258448,230.0641784933851,2.6135225485641342,1.8242613490421036,2048,54.55625441677579,Positive,Regulation,236.34973467423993
Retail,2024-10-09,236.04876245327233,237.31151496744593,234.75685355119296,236.34973467423993,3691155,230.79134329872423,231.21680732161627,2.266388134033375,230.79134329872423,5.558391375515697,3.6720336322906917,2461,85.79574553975084,Positive,Other,234.37410367658623
Energy,2024-10-10,234.05748797822875,235.69897169998836,232.8951652101088,234.37410367658623,1858267,231.26889839209403,231.79086120433806,2.4801763044374474,231.26889839209403,3.1052052844922002,-1.9756309976536954,4637,67.80603767876752,Positive,Other,239.14017042589876
Tech,2024-10-11,238.71486379942277,239.37717567309505,237.84910171307772,239.14017042589876,4743382,232.36936189060467,233.1270992446218,3.2555974266528724,232.36936189060467,6.770808535294094,4.766066749312529,2335,29.60820891354503,Neutral,Product Launch,235.73599482685376
Health,2024-10-12,235.4654913939623,236.31376470467208,235.4244483056934,235.73599482685376,1037570,232.9869871343582,233.6014438959367,3.249202938295869,232.9869871343582,2.749007692495553,-3.404175599045004,3381,56.161615979145495,Negative,Merger,235.9324246367826
Finance,2024-10-13,236.31025755615477,236.7280978877869,234.83833394555145,235.9324246367826,1481193,233.53444341998983,234.0252585760905,3.236903883965606,233.53444341998983,2.397981216792772,0.19642980992884418,3145,71.48559742004092,Neutral,Merger,237.60905904975175
Retail,2024-10-14,237.49811491410563,239.44812109906385,237.43416604615197,237.60905904975175,3759127,234.31960652235026,234.67685866221072,3.170519709556658,234.31960652235026,3.289452527401494,1.6766344129691504,2358,72.81044923677423,Neutral,Other,238.67104278522183
Health,2024-10-15,237.99615625053121,240.65755281606775,237.91631643162853,238.67104278522183,4184039,235.1470075812596,235.40307395730366,3.112202509485646,235.1470075812596,3.524035203962228,1.0619837354700792,4393,66.65384552976889,Neutral,Earnings,237.92564374558063
Tech,2024-10-16,238.80972839211051,238.01546634357186,237.09861068500072,237.92564374558063,2400965,235.92693145557718,235.86172300971765,2.6583996088290207,235.92693145557718,1.9987122900034535,-0.7453990396411996,2192,87.0810424775618,Neutral,Merger,238.00939924486607
Retail,2024-10-17,238.16938184043866,239.53141509185687,237.92977636597456,238.00939924486607,1627475,236.64252741077308,236.25220959792642,2.0297611802217927,236.64252741077308,1.36687183409299,0.08375549928544501,3439,87.01054583441044,Negative,Earnings,237.5233973755484
Tech,2024-10-18,236.8199256752918,238.26684550835307,236.97542117660845,237.5233973755484,4955594,237.127097044133,236.48333464840312,1.4827669518990112,237.127097044133,0.39630033141540366,-0.48600186931767553,3400,57.89365594070033,Negative,Earnings,236.84466786165999
Tech,2024-10-19,236.62374339803958,237.62958423411894,234.93336892712702,236.84466786165999,4232607,237.17659036287495,236.54903159626798,1.4620517776885629,237.17659036287495,-0.3319225012149616,-0.6787295138884133,2755,42.985636911121226,Neutral,Earnings,239.04387205570202
Energy,2024-10-20,239.09931524711624,240.55240200239606,237.13660684004265,239.04387205570202,1540027,237.64356720078658,237.0026389525287,1.1874573315311046,237.64356720078658,1.400304854915447,2.1992041940420393,3684,64.15702955650998,Neutral,Earnings,240.25790302763212
Finance,2024-10-21,241.1101990742808,242.09475589192294,239.55324891912704,240.25790302763212,3163354,237.7553404609599,237.59450514800204,1.380840815231267,237.7553404609599,2.502562566672225,1.2140309719301001,4525,81.82120013704632,Positive,Product Launch,239.3720838371108
Finance,2024-10-22,238.81802760798138,241.2739410261159,239.28588361921416,239.3720838371108,3195732,238.11894936198559,237.91770127329454,1.2637897257574056,238.11894936198559,1.253134475125222,-0.8858191905213175,2827,0.5652104841184724,Positive,Product Launch,241.6712835879773
Energy,2024-10-23,242.15930394765527,242.82552876005394,241.31309370932095,241.6712835879773,2797355,238.69283525710512,238.60017078505504,1.4498742516901466,238.69283525710512,2.9784483308721974,2.2991997508665065,2889,99.19970090148512,Negative,Other,242.78588262973054
Health,2024-10-24,243.4856258432167,243.50012494833155,242.00144704286345,242.78588262973054,4225327,239.21051761510293,239.36120930226875,1.880240345172654,239.21051761510293,3.5753650146276073,1.1145990417532232,2652,18.289377232919925,Positive,Product Launch,244.91160686740847
Retail,2024-10-25,244.59727971487118,246.48670503912604,243.01604747147002,244.91160686740847,1689009,239.83457402332164,240.3703724959305,2.584884595851319,239.83457402332164,5.07703284408683,2.125724237677929,4455,47.02489856599762,Negative,Merger,246.6708645512557
Energy,2024-10-26,246.5321077418256,247.17286731778032,246.38846642418133,246.6708645512557,1755724,240.70909610388912,241.5159165059896,3.258793574449644,240.70909610388912,5.96176844736658,1.7592576838472382,4333,87.20297348428667,Negative,Product Launch,245.51287452941156
Retail,2024-10-27,244.99471990572468,246.6410225870786,243.98584284207513,245.51287452941156,1964949,241.45944363234372,242.24263614661174,3.4275895311134397,241.45944363234372,4.053430897067841,-1.1579900218441423,3921,22.504039904419937,Negative,Merger,244.89251244901763
Finance,2024-10-28,244.79078187847747,245.60966937206737,244.67514737026823,244.89251244901763,2689634,242.1963551396906,242.72443183795826,3.276150274873275,242.1963551396906,2.6961573093270204,-0.6203620803939316,2850,47.67952239003832,Positive,Merger,246.88709965926415
Energy,2024-10-29,246.8688046720927,248.2003618066799,244.9245845044816,246.88709965926415,4447342,243.200598319451,243.48128053274115,2.979111153740922,243.200598319451,3.6865013398131623,1.9945872102465216,2110,13.258218018117917,Positive,Earnings,248.60784019013107
Health,2024-10-30,248.93766518917226,249.0886380159181,247.84460719191281,248.60784019013107,4482837,244.15699513289397,244.4133822886302,3.0311140629908877,244.15699513289397,4.450845057237103,1.7207405308669195,2619,39.50763253881926,Negative,Other,249.06603700220276
Health,2024-10-31,249.611128737713,249.4492228936724,247.51556792440465,249.06603700220276,3096539,245.03780853035101,245.25931950927975,3.0518905358202835,245.03780853035101,4.028228471851747,0.45819681207169083,2792,17.71354547930025,Negative,Earnings,249.80069176882031
Tech,2024-11-01,249.4266437365095,251.6371699421712,249.11550960319806,249.80069176882031,2436052,246.08066932352193,246.08502355646894,2.656968964148496,246.08066932352193,3.720022445298383,0.7346547666175525,4097,36.3627748771157,Neutral,Earnings,252.85602156039715
Energy,2024-11-02,251.87235902828417,253.05962892629623,251.60068380607953,252.85602156039715,3801133,247.19914312076395,247.3161141026377,2.934246746152767,247.19914312076395,5.6568784396332035,3.0553297915768383,3157,37.346421679272204,Negative,Product Launch,252.1728787827255
Retail,2024-11-03,252.16225639308738,253.18479459819537,251.78884661324543,252.1728787827255,4537553,248.13784273606342,248.19916222629,2.8662372605035857,248.13784273606342,4.035036046662071,-0.6831427776716623,2587,99.31707895983327,Negative,Product Launch,253.76707354506556
Finance,2024-11-04,253.9138423100499,254.20877911099157,253.47503150647162,253.76707354506556,4047582,249.0233894038291,249.21150973879463,3.1158297791618597,249.0233894038291,4.743684141236457,1.5941947623400665,4643,99.48130293037723,Neutral,Merger,253.86268824019777
Health,2024-11-05,253.98739708404028,253.9405481668491,251.98655996106152,253.86268824019777,4931067,249.74257177272335,250.05717855723157,3.334795748581711,249.74257177272335,4.120116467474418,0.09561469513221255,4717,11.478627866061242,Negative,Product Launch,253.92732583374334
Health,2024-11-06,253.7639892099888,253.9993634703262,252.09203127793447,253.92732583374334,2687164,250.5840169031565,250.7608416984155,3.208137099949926,250.5840169031565,3.3433089305868293,0.06463759354556942,3309,72.59687793283473,Negative,Product Launch,256.62487953771773
Health,2024-11-07,256.6872555875497,256.9753230819294,254.84994165729196,256.62487953771773,1300141,251.75725361202655,251.82703039647043,3.036138767441147,251.75725361202655,4.867625925691186,2.6975537039743926,3957,5.174547966910115,Negative,Regulation,258.7757122356938
Retail,2024-11-08,259.53343463986994,260.5092529447058,257.5248453353606,258.7757122356938,1191012,252.94611486966951,253.09042709451103,3.2381355843844473,252.94611486966951,5.829597366024274,2.150832697976057,4361,3.0192015337188627,Neutral,Merger,260.9027315076951
Health,2024-11-09,261.0935985921763,261.46768899564916,259.28619508526253,260.9027315076951,1696084,254.17560400142588,254.5108460787263,3.707955178382214,254.17560400142588,6.727127506269198,2.1270192720012915,4653,10.53338942449643,Positive,Merger,264.0136891220037
Tech,2024-11-10,263.8270049095022,265.9146074631543,263.87561524818096,264.0136891220037,1884237,255.670369213406,256.2386357229585,4.372609162283255,255.670369213406,8.34331990859772,3.1109576143086315,2296,96.5485657007934,Negative,Regulation,264.55569680526924
Energy,2024-11-11,264.3055978967212,265.7189413912476,263.8861187214879,264.55569680526924,1162776,257.1458697170509,257.750828647015,4.652386648251253,257.1458697170509,7.4098270882183215,0.5420076832655241,3629,94.08635478946974,Neutral,Merger,266.4196027478592
Health,2024-11-12,266.3346765690203,267.2928311273967,265.7921964983449,266.4196027478592,3481498,258.50222783579704,259.326969392623,5.206881849801316,258.50222783579704,7.917374912062144,1.8639059425899518,2568,19.392782028068044,Negative,Other,266.2990692346723
Energy,2024-11-13,267.1174392155876,267.4592469040112,265.02777859076707,266.2990692346723,2470183,259.91484688099183,260.59462390935926,5.215145870712055,259.91484688099183,6.384222353680457,-0.1205335131868992,3187,16.16723355537115,Neutral,Other,267.4474019396492
Tech,2024-11-14,267.3557515848861,268.48079871010174,266.7354863927079,267.4474019396492,3029371,261.2828797204501,261.84058355123017,5.217586162826457,261.2828797204501,6.164522219199057,1.1483327049768945,2831,24.0535086515947,Negative,Regulation,267.68711583091385
Energy,2024-11-15,267.6772186586535,269.2046683384285,267.3901022676265,267.68711583091385,4104379,262.66532247952176,262.90358942026353,4.851716386239334,262.66532247952176,5.021793351392091,0.23971389126467102,2609,51.554699407514214,Neutral,Product Launch,268.3811077608992
Tech,2024-11-16,268.1399509754311,268.9460998928449,267.1881736100721,268.3811077608992,1766230,264.11070067223733,263.89950184583364,4.0452826001259075,264.11070067223733,4.270407088661898,0.6939919299853727,2015,56.97046320354099,Positive,Other,270.0714218117731
Retail,2024-11-17,270.6209134904941,270.77752259497373,268.44265397043495,270.0714218117731,3099678,265.4553548996429,265.02166911236804,3.4751583555674226,265.4553548996429,4.616066912130236,1.6903140508738943,3369,22.159343043944734,Positive,Regulation,268.9349804453061
Finance,2024-11-18,269.91489907267845,270.72316905037263,268.1707334563862,268.9349804453061,4039342,266.4712817206041,265.73318026381133,2.7051314433238467,266.4712817206041,2.463698724701999,-1.136441366467011,2071,75.66227880899451,Positive,Other,273.61975499667705
Finance,2024-11-19,273.8450615213927,275.51266802297783,273.35521756648006,273.61975499667705,2908347,267.7429840695023,267.1671029425142,2.7844663401338923,267.7429840695023,5.876770927174732,4.684774551370936,2269,30.955316940265078,Negative,Earnings,272.10772023367764
Tech,2024-11-20,272.14910668557036,273.89283668865056,271.714343839052,272.10772023367764,3064284,268.5523871806697,268.065396995453,2.7562297559407316,268.5523871806697,3.555333053007928,-1.5120347629994058,2286,92.21313255294103,Neutral,Regulation,270.17934300810214
Finance,2024-11-21,270.19773442468926,271.01823899601675,269.7043763977634,270.17934300810214,2317294,269.114751800953,268.44975081593464,2.4009751225962432,269.114751800953,1.0645912071491352,-1.9283772255755025,2065,65.67227064567305,Negative,Merger,272.9955647551023
Finance,2024-11-22,271.80341136070945,274.5562957611161,272.3957695691132,272.9955647551023,3368029,269.7723480016773,269.27626244123786,2.480024349982778,269.7723480016773,3.2232167534249925,2.8162217470001565,2879,43.63511943036117,Negative,Other,275.07889014302816
Finance,2024-11-23,275.4514655751706,276.0315616096304,273.79330000201554,275.07889014302816,1312434,270.65033009251283,270.33128565974516,2.6612838500513214,270.65033009251283,4.42856005051533,2.0833253879258677,2067,78.99120017028454,Neutral,Merger,276.8271297771325
Health,2024-11-24,276.8942129851304,277.8222094814247,275.625238808057,276.8271297771325,3432089,271.5883028762612,271.5123482265428,3.033847241006847,271.5883028762612,5.238826900871288,1.7482396341043227,3216,81.79146260466648,Negative,Regulation,278.58382079566104
Tech,2024-11-25,278.7979918209914,278.9931810137756,277.191661072527,278.58382079566104,1036051,272.6779733727359,272.79807051183707,3.4104782073432887,272.6779733727359,5.905847422925149,1.7566910185285565,3402,29.048160560894367,Neutral,Other,279.0593272499672
Health,2024-11-26,278.7035961529254,280.2415878564843,278.3343232809042,279.0593272499672,3113061,273.74579532164273,273.9364808278607,3.5829602984043305,273.74579532164273,5.313531928324494,0.4755064543061849,2973,33.97145438360843,Neutral,Merger,277.76481850699554
